ID,Neonic,Conc,Group,Lin,HatchDate,IntoPints,PupDate,DeathPreRX,DeathPostRX,TimePostRX,EclosDate,OEScore,Sex,WeightEclos,Day1Amount,Day2Amount,Day3Amount,Day4Amount,Day5Amount,TotalAmount,AverageAmount,Day2Loss,Day3Loss,Day4Loss,Day5Loss,Day2PerLoss,Day3PerLoss,Day4PerLoss,Day5PerLoss,WeightPostCages,SurvivedRX,FeedingDayDeath,DeathResultofRX,DateFirstFeeding,DateIntoCages,Matings,NumberMated,DateInOv,DateOutOV,Eggs,EggScore,Contact,Feeding,Flying,Mating,Notes
245,IM,15,IM025,F,5/12/2019,5/15/2019,5/24/2019,,7/12/2019,37,6/2/2019,0,F,0.6648,0.0701,0.1383,0.146,0.1882,0.2018,0.7444,0.14888,0.0513,0.0247,0.0179,1.00E-04,0.081493249,0.042718782,0.032339657,0.000186706,0.975,1,,,6/5/2019,6/14/2019,3,,,,,,7,0,65,1080,
246,IM,15,IM025,G,5/12/2019,5/15/2019,5/22/2019,,6/29/2019,25,6/1/2019,0,M,0.6152,0.1566,0.0695,0.1283,0.176,0.204,0.7344,0.14688,0.0443,0.0291,0.0507,-0.0138,0.07471749,0.053044112,0.09759384,-0.02943686,0.492,1,,,6/4/2019,6/14/2019,5,,,,,,5,0,120,210,
247,IM,15,IM025,G,5/12/2019,5/15/2019,5/24/2019,,7/3/2019,28,6/2/2019,0,M,0.6398,0.0632,0.119,0.1453,0.1737,0.1893,0.6905,0.1381,0.0529,0.0249,0.0342,-0.0144,0.086480301,0.044559771,0.06405694,-0.02881729,0.6099,1,,,6/5/2019,6/14/2019,2,,,,,,0,0,184,300,
248,IM,15,IM025,G,5/12/2019,5/15/2019,5/22/2019,,6/24/2019,20,6/1/2019,0,M,0.7563,0.1494,0.0796,0.1444,0.2516,0.2645,0.8895,0.1779,0.099,0.0306,0.0226,-0.0098,0.134803922,0.04815864,0.037367725,-0.016832704,0.6065,1,,,6/4/2019,6/14/2019,0,,,,,,31,0,22,0,
249,IM,15,IM025,G,5/12/2019,5/15/2019,5/22/2019,,6/25/2019,21,6/1/2019,0,M,0.7021,0.1017,0.1718,0.1713,0.1976,0.218,0.8604,0.17208,0.0842,0.0025,0.0356,0.0059,0.12635054,0.004294057,0.061411075,0.010843595,0.5301,1,,,6/4/2019,6/14/2019,0,,,,,,665,0,39,0,
250,IM,15,IM025,G,5/12/2019,5/15/2019,5/24/2019,,7/1/2019,26,6/2/2019,0,M,0.5576,0.0846,0.1701,0.1913,0.2142,0.2332,0.8934,0.17868,0.0537,0.0006,0.0097,-0.0109,0.100430148,0.001247401,0.020191507,-0.023157,0.6341,1,,,6/5/2019,6/14/2019,2,,,,,,0,1200,0,0,
251,IM,15,IM025,G,5/12/2019,5/15/2019,5/24/2019,,7/1/2019,27,6/1/2019,0,F,0.5895,0.1371,0.0532,0.1433,0.1695,0.1324,0.6355,0.1271,0.0528,0.0453,0.0293,-0.0093,0.094420601,0.089454976,0.0635437,-0.021537749,0.628,1,,,6/4/2019,6/14/2019,1,,,,,,7,0,139,0,
252,IM,15,IM025,G,5/12/2019,5/15/2019,5/25/2019,6/3/2019,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
253,IM,28,IM050,A,5/12/2019,5/14/2019,5/23/2019,,7/5/2019,30,6/1/2019,0,F,0.6161,0.1232,0.2043,0.221,0.2688,0.2273,1.0446,0.20892,0.0475,0.0147,0.0128,-0.0446,0.09047619,0.03078534,0.027657736,-0.099111111,0.5574,1,,,6/5/2019,6/14/2019,1,,,,,,10,2,15,0,
254,IM,28,IM050,A,5/12/2019,5/14/2019,5/22/2019,,6/30/2019,25,6/2/2019,0,M,0.5623,0.0563,0.0545,0.158,0.2045,0.2499,0.7232,0.14464,0.0392,0.0451,0.0393,-0.0138,0.062649832,0.076896846,0.072589583,-0.027484565,0.6724,1,,,6/5/2019,6/14/2019,0,,,,,,28,0,22,0,
255,IM,28,IM050,A,5/12/2019,5/14/2019,5/22/2019,,6/24/2019,20,5/31/2019,0,M,0.642,0.1177,0.1632,0.1941,0.1817,0.2402,0.8969,0.17938,0.0372,0.0186,0.0421,-0.01,0.062,0.033049041,0.077361264,-0.019916351,0.4264,1,,,6/4/2019,6/14/2019,3,,,,,,8,0,53,1200,
256,IM,28,IM050,A,5/12/2019,5/14/2019,5/22/2019,,6/30/2019,25,6/1/2019,0,M,0.6337,0.0503,0.1525,0.2201,0.2334,0.245,0.9013,0.18026,0.0418,-0.0071,0.0137,-0.0109,0.076305221,-0.014031621,0.026700448,-0.021826191,0.6568,1,,,6/5/2019,6/14/2019,0,,,,,,0,0,0,0,
257,IM,28,IM050,A,5/12/2019,5/14/2019,5/22/2019,,7/3/2019,29,5/31/2019,0,F,0.5303,0.1324,0.0272,0.1687,0.1932,0.208,0.7295,0.1459,0.0348,0.0157,0.0105,-0.0434,0.070688605,0.03431694,0.02376641,-0.100626014,0.5848,1,,,6/4/2019,6/14/2019,1,,,,,,10,0,10,0,
258,IM,28,IM050,A,5/12/2019,5/15/2019,,5/20/2019,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
259,IM,28,IM050,A,5/12/2019,5/15/2019,5/21/2019,,7/8/2019,33,6/1/2019,0,F,0.5907,0.1232,0.1921,0.2295,0.2384,0.2503,1.0335,0.2067,0.0226,0.0032,0.0197,-0.0322,0.043713733,0.006472492,0.040105863,-0.068292683,0.9093,1,,,6/5/2019,6/14/2019,1,,,,,,0,0,2,600,
260,IM,28,IM050,B,5/12/2019,5/14/2019,5/22/2019,,7/1/2019,26,6/2/2019,0,M,0.6911,0.0606,0.1717,0.1851,0.2466,0.2599,0.9239,0.18478,0.0551,0.0188,0.0284,-0.0035,0.085017744,0.031703204,0.049460118,-0.006412605,0.7076,1,,,6/5/2019,6/14/2019,2,,,,,,0,600,7,0,
261,IM,28,IM050,B,5/12/2019,5/14/2019,5/23/2019,,7/14/2019,40,6/1/2019,0,M,0.7335,0.0774,0.1987,0.2786,0.3465,0.2024,1.1036,0.22072,0.0636,0.0161,0.027,-0.0118,0.091013165,0.025346348,0.043611694,-0.019929066,0.9742,1,,,6/4/2019,6/14/2019,1,,,,,,40,0,10,0,
262,IM,28,IM050,B,5/12/2019,5/14/2019,5/22/2019,,7/10/2019,35,6/1/2019,0,M,0.7457,0.1628,0.1918,0.2619,0.2873,0.2064,1.1102,0.22204,0.0408,0.0101,0.0188,-0.0249,0.061004785,0.016082803,0.030425635,-0.041562344,0.7833,1,,,6/5/2019,6/14/2019,4,,,,,,325,0,27,0,
263,IM,28,IM050,B,5/12/2019,5/14/2019,5/22/2019,,7/5/2019,31,6/1/2019,0,F,0.6604,0.0555,0.0767,0.198,0.2168,0.2457,0.7927,0.15854,0.0669,0.0382,0.0096,-0.0152,0.106954436,0.068385249,0.018447348,-0.029757244,0.7678,1,,,6/4/2019,6/14/2019,3,,,,,,3,15,40,0,
264,IM,28,IM050,B,5/12/2019,5/14/2019,5/22/2019,,6/23/2019,18,6/1/2019,0,M,0.5976,0.1925,0.1284,0.1778,0.1591,0.1755,0.8333,0.16666,0.0169,0.0389,-0.0066,0.0022,0.033732535,0.080355298,-0.014824798,0.004869411,0.4508,1,,,6/5/2019,6/14/2019,5,,,,,,20,0,10,2520,
265,IM,28,IM050,B,5/12/2019,5/15/2019,5/23/2019,,7/4/2019,29,6/1/2019,0,F,0.65,0.1248,0.1802,0.2075,0.1949,0.2232,0.9306,0.18612,0.0393,0.0051,0.0151,-0.0477,0.069410102,0.009679256,0.028938291,-0.094138544,0.683,1,,,6/5/2019,6/14/2019,0,,,,,,0,600,7,0,
266,IM,28,IM050,B,5/12/2019,5/15/2019,5/23/2019,,7/28/2019,53,6/1/2019,0,F,0.5916,0.1707,0.2074,0.2433,0.2829,0.1612,1.0655,0.2131,0.0366,0.0088,-0.0042,-0.0295,0.069954128,0.018084669,-0.008790289,-0.06120332,0.8904,1,,,6/5/2019,6/14/2019,2,,,,,,600,0,6,0,
267,IM,28,IM050,D,5/12/2019,5/15/2019,5/22/2019,,6/29/2019,25,5/31/2019,0,F,0.4743,0.1125,0.0691,0.1102,0.0888,0.1161,0.4967,0.09934,0.0221,0.0243,0.0375,-0.0071,0.050618415,0.058624849,0.096104562,-0.020130422,0.5522,1,,,6/4/2019,6/14/2019,2,,,,,,0,320,5,0,
268,IM,28,IM050,D,5/12/2019,5/15/2019,5/22/2019,,7/5/2019,31,5/31/2019,0,F,0.6336,0.1331,0.0785,0.1834,0.1663,0.0827,0.644,0.1288,0.0508,0.0197,0.0075,-0.015,0.086645062,0.036788049,0.01454052,-0.029510132,0.7359,1,,,6/4/2019,6/14/2019,2,,,,,,0,120,15,600,
269,IM,28,IM050,D,5/12/2019,5/15/2019,5/22/2019,,7/11/2019,37,5/31/2019,0,F,0.6445,0.1344,0.0858,0.1003,0.1134,0.167,0.6009,0.12018,0.0422,0.0366,0.0441,-0.0045,0.073023014,0.068321822,0.088359046,-0.00989011,0.7534,1,,,6/4/2019,6/14/2019,3,3,6/24/2019,6/27/2019,0,0,0,0,0,0,
270,IM,28,IM050,D,5/12/2019,5/15/2019,5/22/2019,,,,5/31/2019,0,M,0.6509,0.1047,0.0349,0.1199,0.1788,0.1469,0.5852,0.11704,0.0238,0.0676,0.0671,-0.036,0.040711598,0.120542083,0.136050284,-0.08448721,0.5761,1,,,6/4/2019,6/14/2019,3,,,,,,0,0,100,600,
271,IM,28,IM050,D,5/12/2019,5/15/2019,5/22/2019,,6/28/2019,23,6/1/2019,0,M,0.7027,0.1002,0.1712,0.1567,0.138,0.1841,0.7502,0.15004,0.059,0.0122,0.0741,-0.0121,0.09516129,0.021746881,0.135021866,-0.025489783,0.4771,1,,,6/5/2019,6/14/2019,3,,,,,,0,0,30,1800,
272,IM,28,IM050,D,5/12/2019,5/15/2019,5/22/2019,,7/5/2019,31,5/31/2019,0,F,0.5488,0.1217,0.0976,0.1365,0.1338,0.1359,0.6255,0.1251,0.0134,0.0177,0.0372,0.049,0.027870216,0.037869063,0.082721815,0.118787879,0.6601,1,,,6/4/2019,6/14/2019,3,,,,,,2,1,196,0,
273,IM,28,IM050,D,5/12/2019,5/15/2019,5/22/2019,,6/30/2019,26,6/1/2019,0,M,0.6965,0.1105,0.0619,0.1078,0.2127,-0.0548,0.4381,0.08762,0.0848,0.04,0.0328,-0.0311,0.129406379,0.070113935,0.061828464,-0.062487442,0.5609,1,,,6/4/2019,6/14/2019,0,,,,,,10,0,0,0,
274,IM,28,IM050,F,5/12/2019,5/14/2019,5/22/2019,5/23/2019,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
275,IM,28,IM050,F,5/12/2019,5/14/2019,5/22/2019,,7/4/2019,30,6/1/2019,0,F,0.6134,0.0241,0.0449,0.1658,0.1995,0.1964,0.6307,0.12614,0.0747,0.0353,0.0035,0.0072,0.129958246,0.070585883,0.00753012,0.015608064,0.6141,1,,,6/4/2019,6/14/2019,1,,,,,,0,625,161,0,
276,IM,28,IM050,F,5/12/2019,5/14/2019,5/22/2019,,6/30/2019,26,6/1/2019,0,F,0.6548,0.0292,0.1098,0.1061,0.1348,0.1444,0.5243,0.10486,0.0777,0.019,0.0212,-0.0244,0.128642384,0.036101083,0.041789868,-0.050195433,0.7964,1,,,6/4/2019,6/14/2019,3,3,6/21/2019,6/24/2019,335,2,0,0,0,1200,
277,IM,28,IM050,F,5/12/2019,5/14/2019,5/22/2019,,7/4/2019,30,5/31/2019,0,M,0.6495,0.1956,0.1578,0.1235,0.175,0.1898,0.8417,0.16834,-0.0267,0.0144,0.0277,0.0049,-0.052097561,0.026706231,0.052782012,0.009857172,0.6613,1,,,6/4/2019,6/14/2019,2,,,,,,0,0,3,600,
278,IM,28,IM050,F,5/12/2019,5/14/2019,5/22/2019,,7/8/2019,34,5/31/2019,0,F,0.5645,0.0898,0.0987,0.1786,0.1612,0.1446,0.6729,0.13458,0.0339,0.0262,0.0266,0.0024,0.063697858,0.052578768,0.056343995,0.005387205,0.6691,1,,,6/4/2019,6/14/2019,5,5,6/24/2019,6/27/2019,369,3,0,62,25,1200,
279,IM,28,IM050,F,5/12/2019,5/14/2019,5/21/2019,,7/3/2019,29,5/31/2019,0,M,0.6789,0.1246,0.0905,0.1447,0.1478,0.1903,0.6979,0.13958,0.0546,0.0381,0.0289,0.0095,0.089566929,0.068648649,0.055910234,0.019467213,0.5855,1,,,6/4/2019,6/14/2019,4,,,,,,0,0,45,1200,
280,IM,28,IM050,F,5/12/2019,5/15/2019,5/22/2019,,7/5/2019,30,6/3/2019,0,M,0.5451,0.073,0.1611,0.2276,0.2491,0.1856,0.8964,0.17928,0.0642,,0.0203,-0.0159,0.117776555,,0.042212518,-0.034520191,0.6008,1,,,6/5/2019,6/14/2019,1,,,,,,2,0,15,600,
281,IM,28,IM050,F,5/12/2019,5/15/2019,5/24/2019,,7/1/2019,26,6/1/2019,0,F,0.6392,0.1014,0.168,0.2089,0.1921,0.1717,0.8421,0.16842,0.0423,-0.0021,0.012,-0.0263,0.074498063,-0.003996194,0.022744503,-0.051008534,0.6625,1,,,6/5/2019,6/14/2019,0,,,,,,3,0,110,0,
282,IM,28,IM050,G,5/12/2019,5/15/2019,5/24/2019,,6/26/2019,22,6/1/2019,0,M,0.694,0.0829,0.083,0.1855,0.1975,0.1957,0.7446,0.14892,0.0393,0.0347,0.0179,-0.0231,0.069177962,0.065620272,0.036227484,-0.04850903,0.4955,1,,,6/4/2019,6/14/2019,1,,,,,,0,0,48,600,
283,IM,28,IM050,G,5/12/2019,5/15/2019,,5/28/2019,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
284,IM,28,IM050,G,5/12/2019,5/15/2019,5/24/2019,,6/26/2019,21,6/1/2019,0,M,0.5574,0.1147,0.091,0.1465,0.1396,0.1783,0.6701,0.13402,-0.0163,0.0609,0.0476,-0.0176,-0.034814182,0.125696594,0.112370161,-0.046808511,0.4019,1,,,6/5/2019,6/14/2019,3,,,,,,60,0,0,600,
285,IM,28,IM050,G,5/12/2019,5/15/2019,5/22/2019,,7/8/2019,34,5/31/2019,0,F,0.5771,0.0992,0.0874,0.1564,0.1602,0.182,0.6852,0.13704,0.0479,0.0317,0.0172,-0.0006,0.089149451,0.064773192,0.0375792,-0.001362089,0.7362,1,,,6/4/2019,6/14/2019,1,,,,,,0,600,0,0,
286,IM,28,IM050,G,5/12/2019,5/15/2019,5/22/2019,,6/30/2019,25,6/1/2019,0,M,0.6111,0.0668,0.1431,0.1073,0.1174,0.1807,0.6153,0.12306,0.0507,0.0124,0.0648,-0.0244,0.09156583,0.024652087,0.132083163,-0.057303899,0.6027,1,,,6/5/2019,6/14/2019,0,,,,,,0,0,7,0,
287,IM,28,IM050,G,5/12/2019,5/15/2019,5/22/2019,,7/6/2019,31,6/1/2019,0,F,0.7284,0.0507,0.1504,0.2293,0.2203,0.2129,0.8636,0.17272,0.0622,0.0169,0.0057,-0.0077,0.097599247,0.029386194,0.010211394,-0.013936652,0.6133,1,,,6/5/2019,6/14/2019,1,,,,,,300,660,302,1200,
288,IM,28,IM050,G,5/12/2019,5/15/2019,5/22/2019,,7/3/2019,29,5/31/2019,0,F,0.4983,0.0961,0.1011,0.1412,0.1465,0.1441,0.629,0.1258,0.0267,0.0137,0.028,-0.0303,0.058030863,0.031610521,0.06671432,-0.077355119,0.6214,1,,,6/4/2019,6/14/2019,4,4,6/21/2019,6/24/2019,13,1,0,420,11,840,
289,IM,54,IM100,A,5/12/2019,5/14/2019,5/23/2019,,6/28/2019,24,6/1/2019,0,M,0.6443,0.1507,0.1324,0.1616,0.1993,0.1772,0.8212,0.16424,0.054,0.0315,0.0543,0.0176,0.088062622,0.056330472,0.102899375,0.037177862,0.492,1,,,6/4/2019,6/14/2019,5,,,,,,60,0,24,120,
290,IM,54,IM100,A,5/12/2019,5/14/2019,,5/28/2019,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
291,IM,54,IM100,A,5/12/2019,5/14/2019,5/22/2019,,7/7/2019,33,6/1/2019,0,F,0.6702,0.0808,0.1045,0.2625,0.2541,0.2841,0.986,0.1972,0.0692,0.0255,-0.0107,-0.0286,0.111236136,0.046120456,-0.020288206,-0.053149972,0.7006,1,,,6/4/2019,6/14/2019,0,,,,,,0,0,22,0,
292,IM,54,IM100,A,5/12/2019,5/14/2019,,5/23/2019,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
293,IM,54,IM100,A,5/12/2019,5/14/2019,5/22/2019,5/23/2019,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
294,IM,54,IM100,A,5/12/2019,5/14/2019,5/22/2019,,7/7/2019,33,6/1/2019,0,F,0.6059,0.0559,0.1076,0.1443,0.1764,0.173,0.6572,0.13144,0.0476,0.0306,0.0324,-0.0062,0.084292545,0.059176175,0.06659815,-0.01365338,0.6981,1,,,6/4/2019,6/14/2019,1,,,,,,2,0,9,600,
295,IM,54,IM100,A,5/12/2019,5/15/2019,5/25/2019,5/26/2019,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
296,IM,54,IM100,A,5/12/2019,5/15/2019,5/23/2019,,7/10/2019,35,6/1/2019,0,F,0.6474,0.1213,0.2314,0.2724,0.2782,0.2078,1.1111,0.22222,0.0174,0.0006,0.0266,-0.0377,0.031827328,0.001133573,0.050312086,-0.075084644,0.9512,1,,,6/5/2019,6/14/2019,5,5,6/24/2019,6/27/2019,140,3,10,0,17,1800,
297,IM,54,IM100,B,5/12/2019,5/14/2019,5/22/2019,,7/6/2019,31,6/2/2019,0,M,0.5999,0.0508,0.1743,0.1273,0.1963,0.2382,0.7869,0.15738,0.0632,-0.0018,0.0418,-0.0283,0.111858407,-0.003587086,0.083002383,-0.06128194,0.6782,1,,,6/5/2019,6/14/2019,2,,,,,,0,0,10,600,
298,IM,54,IM100,B,5/12/2019,5/14/2019,5/23/2019,,7/8/2019,34,6/1/2019,0,M,0.7208,0.0926,0.1155,0.2155,0.2543,0.1893,0.8672,0.17344,0.0578,0.0525,0.019,-0.0157,0.087363966,0.086949321,0.034463994,-0.029494646,0.703,1,,,6/4/2019,6/14/2019,4,,,,,,0,0,5,1800,
299,IM,54,IM100,B,5/12/2019,5/14/2019,5/24/2019,,7/7/2019,32,6/3/2019,0,F,0.6405,0.0487,0.0965,0.0579,0.2192,0.2466,0.6689,0.13378,0.0768,0.0242,0.0194,0.0033,0.119906323,0.042930637,0.035959222,0.006344934,0.8113,1,,,6/5/2019,6/14/2019,0,,,,,,360,0,0,0,
300,IM,54,IM100,B,5/12/2019,5/14/2019,5/23/2019,,7/3/2019,28,6/1/2019,0,F,0.6415,0.092,0.205,0.2217,0.2545,0.3121,1.0853,0.21706,0.0339,-0.0029,0.0155,-0.0186,0.059578207,-0.005419548,0.028810409,-0.035598086,0.5438,1,,,6/5/2019,6/14/2019,1,,,,,,0,600,7,0,
301,IM,54,IM100,B,5/12/2019,5/14/2019,5/25/2019,,6/22/2019,16,6/4/2019,0,M,0.412,0.0604,0.1293,0.1728,0.203,,0.5655,0.141375,0.0572,0.0547,-0.0205,,0.138834951,0.154171364,-0.068310563,,0.2488,1,,,6/6/2019,6/14/2019,1,,,,,,182,0,9,0,
302,IM,54,IM100,B,5/12/2019,5/15/2019,5/22/2019,,6/23/2019,18,6/2/2019,0,M,0.7404,0.0511,0.1263,0.0635,0.1844,0.1456,0.5709,0.11418,0.0601,0.0145,0.0571,-0.0132,0.086016889,0.022705919,0.091491748,-0.023280423,1.0131,1,,,6/5/2019,6/14/2019,0,,,,,,600,1980,2,0,
303,IM,54,IM100,B,5/12/2019,5/15/2019,5/22/2019,,6/30/2019,25,6/2/2019,0,M,0.6512,0.0479,0.1089,0.2023,0.2342,0.1772,0.7705,0.1541,0.0486,0.0113,0.017,-0.0026,0.079816062,0.020167767,0.030965392,-0.004887218,0.6723,1,,,6/5/2019,6/14/2019,0,,,,,,0,0,10,0,
304,IM,54,IM100,D,5/12/2019,5/15/2019,5/22/2019,,6/26/2019,21,6/1/2019,0,M,0.7077,0.1256,0.1357,0.181,0.1246,0.1113,0.6782,0.13564,0.0372,0.0189,0.0373,0.0478,0.061457129,0.033268791,0.06791697,0.093377613,0.4634,1,,,6/5/2019,6/14/2019,3,,,,,,0,0,3,0,
305,IM,54,IM100,D,5/12/2019,5/15/2019,5/22/2019,,6/30/2019,26,5/31/2019,0,M,0.5776,0.1626,0.0848,0.1202,0.2018,0.1578,0.7272,0.14544,0.0087,0.0291,0.0268,-0.0087,0.016724337,0.056891496,0.055555556,-0.019095698,0.4702,1,,,6/4/2019,6/14/2019,2,,,,,,3,0,92,600,
306,IM,54,IM100,D,5/12/2019,5/15/2019,5/22/2019,,7/7/2019,33,5/31/2019,0,F,0.6078,0.1074,0.1099,0.1459,0.1433,0.1639,0.6704,0.13408,0.0497,0.03,0.0552,0.0187,0.089420655,0.059276823,0.115942029,0.044428605,0.684,1,,,6/4/2019,6/14/2019,3,3,6/24/2019,6/27/2019,192,3,2,60,130,600,
307,IM,54,IM100,D,5/12/2019,5/15/2019,5/23/2019,,6/19/2019,15,5/31/2019,0,M,0.6918,0.1051,0.0896,0.1378,0.1517,0.1351,0.6193,0.12386,0.0441,0.0307,0.043,-0.0074,0.068087077,0.050861498,0.075056729,-0.013964899,,1,,,6/4/2019,6/14/2019,2,,,,,,5,0,15,600,
308,IM,54,IM100,D,5/12/2019,5/15/2019,5/22/2019,,7/12/2019,38,5/31/2019,0,F,0.6755,0.1146,0.1229,0.1525,0.2399,0.2348,0.8647,0.17294,0.0351,0.0244,0.0262,-0.0166,0.058373524,0.043094313,0.048357327,-0.0321955,0.8058,1,,,6/4/2019,6/14/2019,1,,,,,,0,0,7,0,
309,IM,54,IM100,D,5/12/2019,5/15/2019,5/22/2019,,7/6/2019,32,5/31/2019,0,F,0.5516,0.1647,0.1576,0.1543,0.1969,0.1593,0.8328,0.16656,0.0065,0.0135,0.0246,-0.0176,0.013033888,0.027427875,0.051389179,-0.038757983,0.7345,1,,,6/4/2019,6/14/2019,1,,,,,,10,0,0,0,
310,IM,54,IM100,D,5/12/2019,5/15/2019,5/24/2019,,6/30/2019,25,6/1/2019,0,M,0.7275,0.111,0.1712,0.1706,0.1743,0.1826,0.8097,0.16194,0.0415,0.0089,0.0374,-0.0107,0.066093327,0.015177353,0.064761905,-0.019811146,0.6197,1,,,6/5/2019,6/14/2019,3,,,,,,60,722,9,1200,
311,IM,54,IM100,F,5/12/2019,5/14/2019,5/23/2019,,7/5/2019,31,6/1/2019,0,M,0.6141,0.0781,0.0615,0.1795,0.1483,0.1434,0.6108,0.12216,0.0598,0.0306,0.0174,-0.0065,0.104054289,0.059429015,0.035928144,-0.013921611,0.5584,1,,,6/4/2019,6/14/2019,0,,,,,,15,0,107,0,
312,IM,54,IM100,F,5/12/2019,5/14/2019,5/22/2019,,6/27/2019,23,5/31/2019,0,M,0.6432,0.0682,0.1461,0.2249,0.1986,0.1881,0.8259,0.16518,0.0508,0.0022,0.034,-0.001,0.087270228,0.004140787,0.064260064,-0.002019794,0.5916,1,,,6/4/2019,6/14/2019,1,,,,,,0,0,52,600,
313,IM,54,IM100,F,5/12/2019,5/14/2019,5/22/2019,,7/3/2019,29,5/31/2019,0,F,0.4648,0.0962,0.0686,0.0646,0.0909,0.1144,0.4347,0.08694,0.0085,0.0348,0.0651,-0.0127,0.020828228,0.087087087,0.178453947,-0.042375709,0.4963,1,,,6/4/2019,6/14/2019,2,2,6/21/2019,6/24/2019,102,2,600,600,20,600,
314,IM,54,IM100,F,5/12/2019,5/14/2019,5/22/2019,,7/7/2019,33,6/1/2019,0,M,0.6586,0.0717,0.1442,0.222,0.2104,0.2183,0.8666,0.17332,0.083,0.0031,0.0219,-0.0102,0.133719994,0.005765297,0.040965208,-0.019894675,0.6797,1,,,6/4/2019,6/14/2019,4,,,,,,0,0,10,600,
315,IM,54,IM100,F,5/12/2019,5/14/2019,5/23/2019,,7/3/2019,28,6/1/2019,0,M,0.6429,0.1753,0.2241,0.2402,0.1325,0.1246,0.8967,0.17934,-0.0021,-0.0017,0.0199,0.0093,-0.003865268,-0.003116978,0.036373606,0.017640364,0.6961,1,,,6/5/2019,6/14/2019,0,,,,,,0,600,0,0,
316,IM,54,IM100,F,5/12/2019,5/15/2019,5/22/2019,,6/29/2019,25,6/1/2019,0,M,0.7574,0.0995,0.1385,0.2052,0.1875,0.1996,0.8303,0.16606,0.1076,0.0336,0.0234,0.0028,0.155199769,0.057367253,0.042383626,0.005296009,0.5545,1,,,6/4/2019,6/14/2019,5,,,,,,2,0,392,1800,
317,IM,54,IM100,F,5/12/2019,5/15/2019,5/23/2019,,6/27/2019,22,6/2/2019,0,M,0.6373,0.0334,0.1077,0.1234,0.1682,0.1513,0.584,0.1168,0.0435,0.0304,0.0551,-0.0365,0.074346266,0.056129985,0.107785603,-0.08002631,0.4955,1,,,6/5/2019,6/14/2019,0,,,,,,240,0,0,0,
318,IM,54,IM100,G,5/12/2019,5/15/2019,5/23/2019,,7/6/2019,32,6/1/2019,0,F,0.5826,0.1789,0.1763,0.1474,0.1789,0.1531,0.8346,0.16692,0.0256,0.0041,0.0389,-0.0132,0.045181786,0.007578558,0.072452971,-0.026506024,0.7164,1,,,6/4/2019,6/14/2019,1,,,,,,20,0,21,0,
319,IM,54,IM100,G,5/12/2019,5/15/2019,5/22/2019,,7/3/2019,29,6/1/2019,0,M,0.7363,0.0182,0.0859,0.0487,0.164,0.2282,0.545,0.109,0.0841,0.0219,0.0758,-0.0424,0.121549357,0.036031589,0.129373613,-0.083120957,0.5644,1,,,6/4/2019,6/14/2019,5,,,,,,3,0,50,1200,
320,IM,54,IM100,G,5/12/2019,5/15/2019,5/23/2019,,6/30/2019,25,6/1/2019,0,F,0.5711,0.0993,0.1595,0.1396,0.1472,0.1687,0.7143,0.14286,0.0389,0.0029,0.0288,0.0037,0.079598936,0.00644731,0.064443947,0.008849558,0.6541,1,,,6/5/2019,6/14/2019,1,,,,,,0,480,10,0,
321,IM,54,IM100,G,5/12/2019,5/15/2019,5/22/2019,,6/25/2019,21,5/31/2019,0,M,0.5492,0.1277,0.0937,0.1224,0.1476,0.1599,0.6513,0.13026,0.0259,0.0316,0.0313,-0.0139,0.053402062,0.06883032,0.073216374,-0.035083291,0.4223,1,,,6/4/2019,6/14/2019,2,,,,,,0,605,2,0,
322,IM,54,IM100,G,5/12/2019,5/15/2019,5/24/2019,,6/28/2019,23,6/1/2019,0,F,0.5207,0.0904,0.1077,0.0893,0.1268,0.1702,0.5844,0.11688,0.024,0.0153,0.0392,-0.0033,0.051435919,0.034568459,0.091738825,-0.008502963,0.6222,1,,,6/5/2019,6/14/2019,2,2,6/21/2019,6/24/2019,76,2,10,0,24,1200,
323,IM,54,IM100,G,5/12/2019,5/15/2019,5/22/2019,,7/1/2019,26,6/1/2019,0,F,0.5005,0.1394,0.1855,0.195,0.1823,0.1699,0.8721,0.17442,0.0219,-0.012,0.0132,-0.0053,0.049424509,-0.028490028,0.030470914,-0.012619048,0.5445,1,,,6/5/2019,6/14/2019,1,,,,,,5,660,135,0,
324,IM,54,IM100,G,5/12/2019,5/15/2019,5/23/2019,,6/26/2019,22,5/31/2019,0,M,0.5149,0.0771,0.1249,0.1816,0.155,0.1336,0.6722,0.13444,0.0298,0.0221,0.0108,0.0152,0.061557529,0.048646269,0.024988431,0.036070242,0.5185,1,,,6/4/2019,6/14/2019,0,,,,,,0,0,109,0,
