ID,Neonic,Conc,Group,Lin,HatchDate,IntoPints,PupDate,DeathPreRX,DeathPostRX,TimePostRX,EclosDate,OEScore,Sex,WeightEclos,Day1Amount,Day2Amount,Day3Amount,Day4Amount,Day5Amount,TotalAmount,AverageAmount,Day2Loss,Day3Loss,Day4Loss,Day5Loss,Day2PerLoss,Day3PerLoss,Day4PerLoss,Day5PerLoss,WeightPostCages,SurvivedRX,FeedingDayDeath,DeathResultofRX,DateFirstFeeding,DateIntoCages,Matings,NumberMated,DateInOv,DateOutOV,Eggs,EggScore,Contact,Feeding,Flying,Mating,Notes
82,CL,36,CL050,B,5/12/2019,5/14/2019,5/23/2019,,7/6/2019,32,6/1/2019,0,F,0.6442,0.0268,0.0695,0.1414,0.1492,0.2053,0.5922,0.11844,0.0948,0.041,0.0416,-0.0442,0.15497793,0.079319017,0.087413322,-0.101772968,0.7864,1,,,6/4/2019,6/14/2019,0,,,,,,0,0,58,0,
83,CL,36,CL050,B,5/12/2019,5/14/2019,,5/28/2019,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
84,CL,36,CL050,B,5/12/2019,5/14/2019,5/23/2019,,7/3/2019,29,6/1/2019,0,F,0.6258,0.0963,0.1209,0.247,0.2375,0.23,0.9317,0.18634,0.0545,0.0128,0.0042,-0.0319,0.091106653,0.023542395,0.007911094,-0.060565787,0.7565,1,,,6/4/2019,6/14/2019,3,3,6/21/2019,6/24/2019,107,1,10,0,0,1200,
85,CL,36,CL050,B,5/12/2019,5/15/2019,5/25/2019,,7/7/2019,32,6/2/2019,0,F,0.6179,0.1129,0.2166,0.1994,0.2197,0.2478,0.9964,0.19928,0.0353,0.0152,0.0228,-0.0328,0.059618308,0.027298851,0.042097489,-0.063222822,0.665,1,,,6/5/2019,6/14/2019,0,,,,,,0,0,27,0,
86,CL,36,CL050,B,5/12/2019,5/15/2019,5/22/2019,,7/6/2019,32,5/31/2019,0,F,0.6034,0.1267,0.2006,0.2291,0.2797,0.298,1.1341,0.22682,0.0327,-0.0048,0.0179,-0.0395,0.061605124,-0.009636619,0.035593557,-0.081443299,0.689,1,,,6/4/2019,6/14/2019,2,,,,,,15,300,15,0,CRUMPLED
87,CL,36,CL050,D,5/12/2019,5/16/2019,5/22/2019,,7/3/2019,29,6/1/2019,0,M,0.6874,0.0684,0.0498,0.2002,0.1858,0.2667,0.7709,0.15418,0.0712,0.0323,0.0305,0.0096,0.107764492,0.054792197,0.054737976,0.018226695,0.7219,1,,,6/4/2019,6/14/2019,0,,,,,,10,0,27,0,
88,CL,36,CL050,D,5/12/2019,5/15/2019,5/22/2019,,6/27/2019,22,6/1/2019,0,F,0.6341,0.1896,0.2315,0.1993,0.2173,0.2568,1.0945,0.2189,-0.0091,0.0113,0.0375,-0.0423,-0.016402307,0.020039014,0.067861021,-0.082119977,0.5727,1,,,6/5/2019,6/14/2019,0,,,,,,0,600,5,0,
89,CL,36,CL050,D,5/12/2019,5/15/2019,5/22/2019,,6/26/2019,22,5/31/2019,0,M,0.676,0.0982,0.0886,0.1006,0.1284,0.1439,0.5597,0.11194,0.0238,0.0272,0.0695,-0.0065,0.03902919,0.046416382,0.124373658,-0.013284284,0.5801,1,,,6/4/2019,6/14/2019,0,,,,,,5,600,16,0,
90,CL,36,CL050,D,5/12/2019,5/15/2019,5/22/2019,,6/26/2019,22,6/1/2019,0,M,0.7723,0.1115,0.1435,0.2145,0.2442,0.2205,0.9342,0.18684,0.0597,0.0341,0.0353,-0.0189,0.081870543,0.050933532,0.055555556,-0.031494751,0.5858,1,,,6/4/2019,6/14/2019,0,,,,,,0,0,0,0,
91,CL,36,CL050,D,5/12/2019,5/15/2019,5/22/2019,,6/25/2019,21,5/31/2019,0,M,0.667,0.1575,0.0753,0.1555,0.1672,0.2325,0.788,0.1576,0.0229,0.0348,0.0547,-0.0084,0.038046187,0.060103627,0.100514517,-0.017160368,0.446,1,,,6/4/2019,6/14/2019,1,,,,,,0,0,45,0,
92,CL,36,CL050,D,5/12/2019,5/15/2019,5/22/2019,,7/5/2019,31,6/1/2019,0,F,0.6677,0.0576,0.0661,0.1042,0.1706,0.2063,0.6048,0.12096,0.087,0.0327,0.0389,0.0139,0.135873809,0.059099946,0.074721475,0.028856135,0.6784,1,,,6/4/2019,6/14/2019,1,,,,,,5,600,39,0,
93,CL,36,CL050,D,5/12/2019,5/15/2019,5/22/2019,,6/27/2019,23,5/31/2019,0,F,0.5626,0.1026,0.1159,0.1508,0.1626,0.1205,0.6524,0.13048,0.0321,0.017,0.0471,-0.0504,0.063880597,0.036139456,0.103881782,-0.124046271,0.608,1,,,6/4/2019,6/14/2019,1,,,,,,0,0,22,600,
94,CL,36,CL050,F,5/12/2019,5/14/2019,5/22/2019,,6/14/2019,10,5/31/2019,0,M,0.6747,0.1072,0.093,0.1182,0.1741,0.1464,0.6389,0.12778,0.0578,0.033,0.0597,0.0147,0.095616212,0.060362173,0.11621569,0.032378855,,,5,1,6/4/2019,,,,,,,,,,,,
95,CL,36,CL050,F,5/12/2019,5/14/2019,5/22/2019,,6/28/2019,23,6/1/2019,0,M,0.7339,0.0923,0.1154,0.1472,0.1615,0.1893,0.7057,0.14114,0.049,0.0287,0.025,0.0006,0.077988222,0.049542551,0.045405013,0.001141553,0.6126,1,,,6/5/2019,6/14/2019,2,,,,,,0,0,17,600,
96,CL,36,CL050,F,5/12/2019,5/14/2019,5/22/2019,,7/8/2019,33,6/1/2019,0,F,0.6347,0.0326,0.1021,0.1325,0.1082,0.1195,0.4949,0.09898,0.0528,0.0096,0.0517,-0.0017,0.100475737,0.020308864,0.111638955,-0.004132231,0.6556,1,,,6/5/2019,6/14/2019,4,4,6/24/2019,6/27/2019,251,3,5,0,20,600,
97,CL,36,CL050,F,5/12/2019,5/14/2019,5/22/2019,,7/1/2019,26,6/1/2019,0,F,0.6756,0.1016,0.1536,0.1802,0.1723,0.141,0.7487,0.14974,0.0419,-0.001,0.0431,0.013,0.066900846,-0.001711157,0.073624872,0.023971971,0.6453,1,,,6/5/2019,6/14/2019,0,,,,,,0,960,0,0,
98,CL,36,CL050,F,5/12/2019,5/14/2019,5/22/2019,,6/29/2019,24,6/1/2019,0,M,0.7905,0.1176,0.1755,0.2391,0.2073,0.2079,0.9474,0.18948,0.0504,0.0153,0.015,-0.0011,0.073266463,0.024,0.024108004,-0.001811594,0.5628,1,,,6/5/2019,6/14/2019,3,,,,,,0,930,400,600,
99,CL,36,CL050,F,5/12/2019,5/15/2019,5/23/2019,,6/28/2019,23,6/1/2019,0,M,0.6694,0.1436,0.1698,0.1688,0.0997,0.1762,0.7581,0.15162,0.0242,0.0186,0.028,-0.0132,0.042211756,0.033873611,0.052780396,-0.026268657,0.4739,1,,,6/5/2019,6/14/2019,5,,,,,,10,0,10,600,
100,CL,36,CL050,F,5/12/2019,5/15/2019,5/24/2019,,6/30/2019,26,6/1/2019,0,M,0.6864,0.0616,0.0691,0.1414,0.1542,0.0369,0.4632,0.09264,0.0816,0.0603,0.042,-0.1142,0.123169811,0.103804441,0.080676143,-0.23861262,0.5334,1,,,6/4/2019,6/14/2019,0,,,,,,5,0,5,0,
101,CL,36,CL050,F,5/12/2019,5/15/2019,5/23/2019,,7/8/2019,33,6/1/2019,0,F,0.6378,0.1569,0.1692,0.1692,0.1823,0.2024,0.88,0.176,0.019,0.0134,0.0152,-0.0205,0.034722222,0.025369178,0.02952603,-0.041032826,0.6991,1,,,6/5/2019,6/14/2019,3,,,,,,0,180,26,1800,
102,CL,36,CL050,G,5/12/2019,5/15/2019,5/23/2019,,7/13/2019,39,5/31/2019,0,F,0.5757,0.1525,0.0748,0.1647,0.1674,0.182,0.7414,0.14828,0.0192,0.0376,0.0235,-0.0045,0.037008481,0.075260208,0.050865801,-0.010262258,0.9175,1,,,6/4/2019,6/14/2019,1,,,,,,0,0,13,0,
103,CL,36,CL050,G,5/12/2019,5/15/2019,5/22/2019,,7/15/2019,41,5/31/2019,0,F,0.548,0.1244,0.131,0.1042,0.1642,0.1917,0.7155,0.1431,0.014,0.0198,0.0422,-0.0092,0.028495827,0.041483344,0.092240437,-0.022152661,0.6864,1,,,6/4/2019,6/14/2019,1,,,,,,0,0,90,0,
104,CL,36,CL050,G,5/12/2019,5/15/2019,5/22/2019,,7/5/2019,30,6/1/2019,0,M,0.6079,0.0933,0.1938,0.1508,0.2658,0.1928,0.8965,0.1793,0.0437,-0.0075,0.018,-0.0088,0.08278083,-0.015489467,0.036607688,-0.018577159,0.6396,1,,,6/5/2019,6/14/2019,3,,,,,,0,180,0,1200,
105,CL,36,CL050,G,5/12/2019,5/15/2019,5/22/2019,,7/14/2019,40,5/31/2019,0,F,0.6284,0.1306,0.1632,0.1891,0.2544,0.2015,0.9388,0.18776,0.0233,0.0192,-0.0064,-0.0166,0.041547789,0.03572093,-0.012348061,-0.031637126,0.7348,1,,,6/4/2019,6/14/2019,0,,,,,,5,0,27,0,
106,CL,36,CL050,G,5/12/2019,5/15/2019,,5/28/2019,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
107,CL,36,CL050,G,5/12/2019,5/15/2019,5/24/2019,,7/1/2019,26,6/2/2019,0,M,0.6245,0.1641,0.1701,0.2593,0.2397,0.2267,1.0599,0.21198,0.0285,0.0009,0.0413,-0.0089,0.047987877,0.001591793,0.07316209,-0.017010703,0.6009,1,,,6/5/2019,6/14/2019,0,,,,,,0,0,0,0,
108,CL,36,CL050,G,5/12/2019,5/15/2019,5/23/2019,,6/27/2019,23,6/1/2019,0,M,0.731,0.1667,0.7487,0.1981,0.2185,0.132,1.464,0.2928,,,0.0231,-0.0212,,,0.037831641,-0.036085106,0.5266,1,,,6/4/2019,6/14/2019,0,,,,,,2,0,2,0,
109,CL,75,CL100,A,5/12/2019,5/14/2019,5/23/2019,,6/30/2019,25,6/2/2019,0,M,0.6839,0.0431,0.1006,0.1759,0.2053,0.1123,0.6372,0.12744,0.0697,0.0033,0.0604,0.0256,0.108770287,0.005778323,0.106375484,0.050453291,0.5554,1,,,6/5/2019,6/14/2019,2,,,,,,240,0,52,600,
110,CL,75,CL100,A,5/12/2019,5/14/2019,5/23/2019,,6/28/2019,24,6/1/2019,0,M,0.6629,0.1089,0.1391,0.1785,0.2225,0.2497,0.8987,0.17974,0.0349,0.0442,0.0423,-0.0169,0.054779469,0.073397542,0.075806452,-0.032770991,0.5393,1,,,6/4/2019,6/14/2019,2,,,,,,17,60,2,600,
111,CL,75,CL100,A,5/12/2019,5/14/2019,5/23/2019,,7/1/2019,26,6/2/2019,0,F,0.633,0.1493,0.2523,0.2112,0.3041,0.0959,1.0128,0.20256,0.0254,0.012,0.0203,-0.0449,0.042560322,0.02100105,0.036288881,-0.08328696,0.7224,1,,,6/5/2019,6/14/2019,1,1,6/21/2019,6/24/2019,394,1,0,0,27,0,
112,CL,75,CL100,A,5/12/2019,5/14/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
113,CL,75,CL100,A,5/12/2019,5/14/2019,5/22/2019,,6/30/2019,26,6/1/2019,0,M,0.6955,0.166,0.1751,0.2196,0.2127,0.251,1.0244,0.20488,-0.0391,0.0265,0.0128,0.0103,-0.068296943,0.043328973,0.021876602,0.017997554,0.5793,1,,,6/4/2019,6/14/2019,2,,,,,,540,0,37,600,
114,CL,75,CL100,A,5/12/2019,5/14/2019,5/22/2019,,7/1/2019,27,6/1/2019,0,M,0.7858,0.0535,0.1198,0.1521,0.1806,0.1876,0.6936,0.13872,0.0638,0.0419,0.0485,-0.0109,0.08801214,0.063379216,0.078326873,-0.019099352,0.569,1,,,6/4/2019,6/14/2019,6,,,,,,25,600,13,1200,
115,CL,75,CL100,A,5/12/2019,5/15/2019,5/22/2019,,7/4/2019,30,6/1/2019,0,M,0.6571,0.0835,0.1386,0.1908,0.2405,0.2029,0.8563,0.17126,0.0497,0.0121,0.0264,-0.0063,0.081959103,0.021735225,0.048475946,-0.012157468,0.5372,1,,,6/4/2019,6/14/2019,0,,,,,,0,600,5,0,
116,CL,75,CL100,A,5/12/2019,5/15/2019,,5/28/2019,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
117,CL,75,CL100,B,5/12/2019,5/14/2019,5/23/2019,,7/5/2019,31,6/1/2019,0,M,0.5882,,0.2105,0.286,0.2302,0.2571,0.9838,0.24595,0.0302,0.0076,0.0409,-0.0176,0.053112909,0.014115899,0.077053504,-0.035925699,0.539,1,,,6/4/2019,6/14/2019,2,,,,,,40,1020,14,600,
118,CL,75,CL100,B,5/12/2019,5/14/2019,5/22/2019,,7/3/2019,28,6/1/2019,0,M,0.8012,0.1494,0.2526,0.2694,0.3043,0.2634,1.2391,0.24782,0.0506,0.0237,0.0308,-0.0317,0.071137354,0.035871046,0.048351648,-0.052292973,0.6633,1,,,6/5/2019,6/14/2019,1,,,,,,20,0,40,0,
119,CL,75,CL100,B,5/12/2019,5/14/2019,5/24/2019,5/25/2019,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
120,CL,75,CL100,B,5/12/2019,5/14/2019,5/23/2019,,7/13/2019,38,6/1/2019,0,F,0.6578,0.0471,0.1798,0.2346,0.3093,0.2005,0.9713,0.19426,0.0611,0.0047,0.0087,-0.056,0.10483871,0.009009009,0.016827853,-0.110171159,0.8204,1,,,6/5/2019,6/14/2019,1,,,,,,0,600,46,0,
121,CL,75,CL100,B,5/12/2019,5/14/2019,5/23/2019,,6/30/2019,25,6/3/2019,0,M,0.593,0.0629,0.1255,0.0937,0.1871,0.2554,0.7246,0.14492,0.0561,0.0144,0.0355,-0.0156,0.09460371,0.026820637,0.067942584,-0.032032854,0.5323,1,,,6/5/2019,6/14/2019,4,,,,,,0,0,0,1200,
122,CL,75,CL100,B,5/12/2019,5/15/2019,,5/28/2019,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
123,CL,75,CL100,B,5/12/2019,5/15/2019,5/22/2019,,7/7/2019,33,5/31/2019,0,M,0.5499,0.1612,0.162,0.2108,0.2201,0.2046,0.9587,0.19174,0.0117,0.0114,0.0244,-0.0146,0.023560209,0.023510002,0.051531151,-0.032509463,0.6901,1,,,6/4/2019,6/14/2019,5,,,,,,120,0,21,900,
124,CL,75,CL100,D,5/12/2019,5/15/2019,5/22/2019,,7/6/2019,32,5/31/2019,0,F,0.5039,0.1375,0.0952,0.1357,0.1416,0.1598,0.6698,0.13396,0.0014,0.0242,0.0159,0.0461,0.003155996,0.054726368,0.038038278,0.114648097,0.6118,1,,,6/4/2019,6/14/2019,0,,,,,,120,0,47,0,
125,CL,75,CL100,D,5/12/2019,5/15/2019,5/23/2019,,6/29/2019,25,5/31/2019,0,M,0.5807,0.1879,0.1164,0.1085,0.1569,0.195,0.7647,0.15294,0.0011,0.0259,0.0584,0.0251,0.002055306,0.048492792,0.114915388,0.055802579,0.4766,1,,,6/4/2019,6/14/2019,5,,,,,,23,0,27,600,
126,CL,75,CL100,D,5/12/2019,5/15/2019,5/23/2019,,6/30/2019,25,6/1/2019,0,M,0.7627,0.12,0.1439,0.1153,0.1653,0.1764,0.7209,0.14418,0.0387,0.0214,0.0593,-0.0286,0.058591976,0.034416211,0.098767488,-0.052855295,0.6127,1,,,6/5/2019,6/14/2019,3,,,,,,10,0,10,1800,
127,CL,75,CL100,D,5/12/2019,5/15/2019,5/22/2019,,6/29/2019,24,6/1/2019,0,M,0.6354,0.1414,0.1743,0.1756,0.1932,0.157,0.8415,0.1683,0.0304,0.0124,0.0385,-0.026,0.055032585,0.023754789,0.075549451,-0.055189981,0.5048,1,,,6/5/2019,6/14/2019,1,,,,,,120,0,32,600,
128,CL,75,CL100,D,5/12/2019,5/15/2019,5/23/2019,,6/10/2019,6,6/1/2019,0,M,0.6369,,0.0165,0.0176,,,0.0341,0.01705,0.0989,0.073,,,0.162664474,0.143390297,,,,0,3,1,6/4/2019,,,,,,,,,,,,
129,CL,75,CL100,D,5/12/2019,5/15/2019,5/22/2019,,6/26/2019,22,6/1/2019,0,M,0.6337,0.1513,0.1341,0.1562,0.1779,0.1598,0.7793,0.15586,0.0475,0.0238,0.0201,-0.0218,0.079444723,0.043241279,0.038169389,-0.043040474,0.4971,1,,,6/4/2019,6/14/2019,2,,,,,,600,0,31,0,
130,CL,75,CL100,D,5/12/2019,5/15/2019,5/24/2019,,7/7/2019,32,6/2/2019,0,F,0.573,0.1197,0.1467,0.1332,0.1809,0.1618,0.7423,0.14846,0.0448,0.0076,0.0352,-0.0166,0.083519761,0.015459723,0.072727273,-0.036987522,0.8412,1,,,6/5/2019,6/14/2019,2,2,6/21/2019,6/24/2019,221,2,0,180,75,0,
131,CL,75,CL100,F,5/12/2019,5/14/2019,5/23/2019,,6/26/2019,21,6/1/2019,0,M,0.6883,0.1133,0.1814,0.1518,0.1689,0.109,0.7244,0.14488,0.0402,0.0226,0.047,0.0532,0.068425532,0.041293623,0.089574995,0.111366967,0.4892,1,,,6/5/2019,6/14/2019,3,,,,,,30,35,122,0,
132,CL,75,CL100,F,5/12/2019,5/14/2019,5/22/2019,,6/26/2019,21,6/1/2019,0,M,0.7952,0.0475,0.1416,0.1339,0.2002,0.1324,0.6556,0.13112,0.0612,0.0121,0.0305,-0.0235,0.092952612,0.020261219,0.052127841,-0.042372881,0.5759,1,,,6/5/2019,6/14/2019,1,,,,,,0,120,25,0,
133,CL,75,CL100,F,5/12/2019,5/14/2019,5/21/2019,,7/4/2019,30,5/31/2019,0,F,0.6435,0,0.1271,0.1491,0.1685,0.142,0.5867,0.146675,,0.0132,0.0184,0.0226,,0.024521642,0.035040945,0.044602329,0.822,1,,,6/4/2019,6/14/2019,2,2,6/24/2019,6/27/2019,402,3,0,300,86,0,
134,CL,75,CL100,F,5/12/2019,5/14/2019,5/22/2019,,6/15/2019,10,6/1/2019,0,M,0.7491,0.0731,0.1266,0.1221,0.2118,0.2132,0.7468,0.14936,0.0526,0.0233,0.028,-0.0227,0.081512475,0.039311625,0.04917457,-0.041928334,,1,,1,6/5/2019,6/14/2019,,,,,,,,,,,
135,CL,75,CL100,F,5/12/2019,5/14/2019,5/22/2019,,7/9/2019,35,6/1/2019,0,F,0.7114,0.112,0.1365,0.1271,0.1962,0.2108,0.7826,0.15652,0.0682,0.0228,0.0085,-0.0259,0.103005588,0.038390301,0.014883558,-0.04603626,0.7355,1,,,6/4/2019,6/14/2019,2,3,6/24/2019,6/27/2019,208,2,0,0,10,600,
136,CL,75,CL100,F,5/12/2019,5/15/2019,5/22/2019,,7/7/2019,32,5/31/2019,0,F,0.6153,0.1256,0.1754,0.231,0.1881,0.2334,0.9535,0.1907,0.0392,0.0183,0.0156,-0.0098,0.071454612,0.035924617,0.031765425,-0.020609884,0.694,1,,,6/5/2019,6/14/2019,1,,,,,,0,0,2,600,
137,CL,75,CL100,F,5/12/2019,5/15/2019,5/22/2019,,7/3/2019,28,6/2/2019,0,M,0.6148,0.0994,0.1691,0.1422,0.1776,0.182,0.7703,0.15406,0.0365,0.0193,0.0253,0.0002,0.063611014,0.035920342,0.048841699,0.000405927,0.5188,1,,,6/5/2019,6/14/2019,5,,,,,,15,180,200,0,
138,CL,75,CL100,G,5/12/2019,5/15/2019,5/22/2019,,6/27/2019,23,6/1/2019,0,M,0.6306,0.0855,0.0425,0.1518,0.1431,0.1948,0.6177,0.12354,0.0626,0.0544,0.0112,-0.0012,0.107449365,0.104615385,0.024054983,-0.002640845,0.478,1,,,6/4/2019,6/14/2019,2,,,,,,3,5,14,1200,
139,CL,75,CL100,G,5/12/2019,5/15/2019,,5/25/2019,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
140,CL,75,CL100,G,5/12/2019,5/15/2019,5/23/2019,,7/3/2019,28,6/1/2019,0,F,0.6562,0.1551,0.1338,0.135,0.1739,0.2061,0.8039,0.16078,0.0144,0.0334,0.0399,-0.0082,0.025267591,0.060126013,0.076422141,-0.017005392,0.7485,1,,,6/5/2019,6/14/2019,0,,,,,,5,10,5,0,
141,CL,75,CL100,G,5/12/2019,5/15/2019,5/23/2019,,6/25/2019,21,5/31/2019,0,M,0.6135,0.1684,0.201,0.2163,0.167,0.2114,0.9641,0.19282,0.0197,0.0158,0.0654,-0.0327,0.035228898,0.029286376,0.124880657,-0.071350644,0.4848,1,,,6/4/2019,6/14/2019,1,,,,,,0,0,20,0,
142,CL,75,CL100,G,5/12/2019,5/15/2019,5/23/2019,,6/30/2019,26,5/31/2019,0,F,0.5644,0.0939,0.1214,0.188,0.181,0.1974,0.7817,0.15634,0.0472,0.0226,0.0312,-0.0102,0.091137285,0.048013597,0.069627315,-0.024466299,0.4722,1,,,6/4/2019,6/14/2019,1,,,,,,0,0,8,1200,
143,CL,75,CL100,G,5/12/2019,5/15/2019,5/22/2019,,6/30/2019,26,5/31/2019,0,F,0.5147,0.1005,0.0832,0.1092,0.1103,0.1184,0.5216,0.10432,0.0358,0.0317,0.0481,-0.0044,0.077338518,0.074221494,0.121648963,-0.012669162,0.4625,1,,,6/4/2019,6/14/2019,0,,,,,,0,1200,5,0,
144,CL,75,CL100,G,5/12/2019,5/15/2019,5/23/2019,,6/30/2019,26,5/31/2019,0,M,0.6116,0.1775,0.1754,0.1902,0.1911,0.1592,0.8934,0.17868,0.0235,0.0162,0.0319,-0.0053,0.045088258,0.032549729,0.066251298,-0.011788256,0.5082,1,,,6/4/2019,6/14/2019,6,,,,,,0,0,0,2280,
145,CL,531,CL500,A,5/12/2019,5/14/2019,5/22/2019,,7/11/2019,36,6/1/2019,0,F,0.6017,0.0746,0.1817,0.0754,0.1915,0.2653,0.7885,0.1577,0.036,-0.0934,0.1466,-0.0365,0.069390902,-0.193454847,0.254425547,-0.084962756,0.8359,1,,,6/5/2019,6/14/2019,0,,,,,,10,600,5,0,
146,CL,531,CL500,A,5/12/2019,5/14/2019,5/22/2019,,6/27/2019,23,6/1/2019,0,M,0.602,0.1371,0.1716,0.1849,0.2365,0.1937,0.9238,0.18476,0.0334,0.0209,0.0442,-0.0346,0.059738866,0.039756515,0.087559429,-0.075119409,0.5363,1,,,6/4/2019,6/14/2019,2,,,,,,0,600,0,0,
147,CL,531,CL500,A,5/12/2019,5/14/2019,5/23/2019,,6/28/2019,24,5/31/2019,0,M,0.59,0.1477,0.1628,0.1173,0.2116,0.2518,0.8912,0.17824,0.015,0.0266,0.0278,-0.0064,0.028419856,0.051872075,0.057178116,-0.013961606,0.5608,1,,,6/4/2019,6/14/2019,0,,,,,,0,1200,0,0,
148,CL,531,CL500,A,5/12/2019,5/14/2019,5/22/2019,,6/28/2019,24,5/31/2019,0,F,0.6727,0.1545,0.1701,0.2346,0.2944,0.334,1.1876,0.23752,0.0266,0.0176,0.007,-0.0402,0.044237485,0.030624674,0.012565069,-0.073077622,0.8358,1,,,6/4/2019,6/14/2019,5,5,6/24/2019,6/27/2019,0,0,3,0,10,1200,
149,CL,531,CL500,A,5/12/2019,5/14/2019,5/21/2019,,7/3/2019,29,5/31/2019,0,F,0.5133,0.0923,0.1775,0.1431,0.1652,0.1358,0.7139,0.14278,0.0282,0.0017,0.0096,-0.0048,0.059758423,0.003831418,0.021719457,-0.011100833,0.6533,1,,,6/4/2019,6/14/2019,3,,,,,,3,0,90,600,
150,CL,531,CL500,A,5/12/2019,5/15/2019,5/23/2019,,6/22/2019,18,6/1/2019,0,M,0.6147,0.1316,0.1778,0.1878,0.2009,0.2384,0.9365,0.1873,0.0491,0.0233,0.0334,-0.0143,0.083674165,0.043332713,0.064930016,-0.02972973,0.5136,1,,,6/4/2019,6/14/2019,1,,,,,,25,1020,13,0,
151,CL,531,CL500,A,5/12/2019,5/15/2019,5/22/2019,,7/5/2019,31,6/1/2019,0,F,0.6537,0.1144,0.2342,0.2365,0.2925,0.2961,1.1737,0.23474,0.0308,0.0172,0.0218,-0.0205,0.050850256,0.029918247,0.039089116,-0.038253405,0.9042,1,,,6/4/2019,6/14/2019,1,1,6/21/2019,6/24/2019,215,2,0,0,26,0,
152,CL,531,CL500,B,5/12/2019,5/14/2019,5/22/2019,,7/9/2019,34,6/2/2019,0,F,0.6167,0.0819,0.1091,0.1387,0.1647,0.2232,0.7176,0.14352,0.0366,0.0132,0.0367,-0.0124,0.064813175,0.024995266,0.071275976,-0.025930573,0.8074,1,,,6/5/2019,6/14/2019,1,,,,,,0,540,30,0,
153,CL,531,CL500,B,5/12/2019,5/14/2019,5/23/2019,,6/27/2019,22,6/1/2019,0,M,0.6866,0.1208,0.1677,0.1683,0.232,0.2508,0.9396,0.18792,0.0254,0.0118,0.0316,-0.028,0.042603153,0.02067274,0.056529517,-0.053090633,0.5481,1,,,6/5/2019,6/14/2019,0,,,,,,0,0,27,0,
154,CL,531,CL500,B,5/12/2019,5/14/2019,5/22/2019,,7/3/2019,28,6/1/2019,0,M,0.7016,0.0881,0.0916,0.1804,0.2459,0.2921,0.8981,0.17962,0.0409,0.0375,0.019,-0.003,0.066994267,0.065835674,0.035707574,-0.005846813,0.5401,1,,,6/5/2019,6/14/2019,1,,,,,,0,600,3,1200,
155,CL,531,CL500,B,5/12/2019,5/14/2019,,5/28/2019,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
156,CL,531,CL500,B,5/12/2019,5/14/2019,5/22/2019,5/23/2019,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
157,CL,531,CL500,B,5/12/2019,5/14/2019,5/23/2019,,6/23/2019,19,6/1/2019,0,M,0.7309,0.0819,0.1551,0.1817,0.2036,0.199,0.8213,0.16426,0.046,0.0721,0.0349,-0.0095,0.065798884,0.11039657,0.060068847,-0.017396081,0.4102,1,,,6/4/2019,6/14/2019,0,,,,,,120,0,15,0,
158,CL,531,CL500,B,5/12/2019,5/15/2019,,5/22/2019,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Peter Pan,,,,,,,Peter Pan
159,CL,531,CL500,B,5/12/2019,5/15/2019,5/24/2019,,6/15/2019,10,6/3/2019,0,M,0.666,0.1438,0.085,0.1759,0.1952,0.1615,0.7614,0.15228,0.0422,0.0476,0.0362,-0.0131,0.063363363,0.076306508,0.062825408,-0.024259259,,1,,1,6/5/2019,6/14/2019,,,,,,,10,,5,,
160,CL,531,CL500,D,5/12/2019,5/15/2019,5/22/2019,,6/14/2019,10,6/1/2019,0,M,0.6132,0.0936,0.0752,0.1133,0.1533,0.0486,0.484,0.0968,0.0173,0.0389,0.0729,0.01,0.029889426,0.069278718,0.139494834,0.022237047,,0,5,1,6/4/2019,,,,,,,,,,,,
161,CL,531,CL500,D,5/12/2019,5/15/2019,5/22/2019,,7/7/2019,32,6/1/2019,0,F,0.6453,0.0831,0.1278,0.1748,0.1408,0.0606,0.5871,0.11742,0.0399,0.0226,0.0506,-0.0792,0.072863404,0.044514477,0.10430839,-0.182278481,0.7209,1,,,6/5/2019,6/14/2019,0,,,,,,0,25,52,0,
162,CL,531,CL500,D,5/12/2019,5/15/2019,5/22/2019,,6/27/2019,22,6/1/2019,0,F,0.5391,0.1193,0.1365,0.1724,0.1954,0.1791,0.8027,0.16054,0.0107,-0.0037,0.0148,-0.0268,0.022761115,-0.008053983,0.03195854,-0.059781396,0.6362,1,,,6/5/2019,6/14/2019,2,,,,,,25,845,47,900,
163,CL,531,CL500,D,5/12/2019,5/15/2019,5/23/2019,,6/26/2019,22,6/1/2019,0,M,0.6304,0.1233,0.1657,0.0875,0.1894,0.1821,0.748,0.1496,0.0537,0.0036,0.0497,-0.0203,0.089173032,0.006563355,0.091209396,-0.040993538,0.5613,1,,,6/4/2019,6/14/2019,1,,,,,,5,0,30,0,
